Age,Gender,Weight (kg),Height (cm),Activity,Duration (minutes),Calories
25,Female,49,190,Jump rope,45,452.03
54,Male,45,153,Walking,65,170.62
20,Female,79,154,Yoga,20,65.83
34,Male,78,187,Walking,65,295.75
30,Male,57,178,Cycling,70,532.0
50,Male,72,183,Jump rope,35,516.6
23,Female,67,157,Running,50,547.17
18,Male,64,183,Swimming,25,186.67
48,Male,82,166,Walking,10,47.83
25,Female,54,188,Swimming,90,567.0
37,Female,99,179,Yoga,90,371.25
58,Female,81,171,Running,90,1190.7
39,Male,63,186,Yoga,50,131.25
42,Male,58,163,Jump rope,60,713.4
19,Female,76,160,Walking,15,66.5
60,Male,95,188,Yoga,50,197.92
48,Male,57,176,Running,45,418.95
18,Female,95,159,Jump rope,60,1168.5
22,Female,73,158,Jump rope,10,149.65
43,Male,51,167,Swimming,50,297.5
32,Male,86,190,Running,30,421.4
33,Male,54,164,Walking,45,141.75
60,Male,85,159,Jump rope,60,1045.5
48,Female,58,153,Jump rope,25,297.25
36,Female,67,187,Yoga,15,41.88
33,Female,94,189,Walking,70,383.83
22,Male,87,189,Walking,30,152.25
19,Male,57,150,Walking,35,116.38
35,Male,62,169,Jump rope,90,1143.9
23,Male,51,174,Walking,65,193.38
36,Female,65,155,Swimming,80,606.67
58,Male,52,162,Cycling,20,138.67
57,Female,56,156,Swimming,15,98.0
26,Male,77,150,Walking,15,67.38
33,Male,95,180,Jump rope,45,876.38
23,Male,60,189,Cycling,20,160.0
26,Female,64,171,Swimming,65,485.33
56,Male,91,186,Walking,45,238.88
18,Female,52,155,Yoga,25,54.17
41,Male,90,170,Yoga,45,168.75
36,Male,68,166,Running,40,444.27
54,Male,81,162,Swimming,30,283.5
24,Male,71,163,Jump rope,85,1237.18
48,Female,55,179,Running,85,763.58
25,Male,45,172,Cycling,30,180.0
24,Male,89,154,Running,70,1017.57
38,Male,97,190,Cycling,75,970.0
31,Male,51,161,Swimming,70,416.5
59,Female,80,163,Jump rope,50,820.0
25,Male,59,179,Running,45,433.65
42,Female,74,156,Yoga,65,200.42
38,Male,54,176,Yoga,30,67.5
32,Female,91,179,Swimming,30,318.5
43,Male,83,171,Swimming,90,871.5
47,Male,90,170,Swimming,15,157.5
41,Female,81,159,Walking,70,330.75
27,Male,77,182,Swimming,70,628.83
33,Female,65,185,Cycling,45,390.0
45,Male,81,178,Jump rope,25,415.13
36,Female,98,168,Cycling,10,130.67
37,Male,82,171,Cycling,25,273.33
47,Female,84,184,Yoga,85,297.5
43,Male,67,159,Jump rope,80,1098.8
22,Female,83,188,Running,30,406.7
20,Female,80,165,Cycling,30,320.0
42,Male,58,183,Swimming,40,270.67
32,Male,99,168,Swimming,35,404.25
22,Male,68,189,Running,70,777.47
25,Male,94,164,Cycling,35,438.67
29,Female,84,157,Swimming,55,539.0
36,Female,86,175,Swimming,70,702.33
33,Male,79,173,Cycling,55,579.33
31,Male,50,175,Jump rope,20,205.0
44,Male,55,157,Running,60,539.0
55,Female,48,160,Running,35,274.4
49,Female,87,163,Yoga,70,253.75
37,Female,62,170,Cycling,80,661.33
39,Female,78,168,Jump rope,15,239.85
48,Male,92,172,Walking,60,322.0
44,Female,99,184,Cycling,50,660.0
21,Male,91,164,Running,60,891.8
19,Female,86,167,Yoga,50,179.17
47,Male,90,153,Swimming,65,682.5
31,Female,55,155,Swimming,35,224.58
27,Male,48,178,Running,10,78.4
29,Female,72,189,Cycling,50,480.0
40,Male,56,183,Yoga,15,35.0
18,Male,48,171,Swimming,70,392.0
39,Female,67,185,Swimming,75,586.25
43,Female,57,155,Yoga,40,95.0
30,Female,56,155,Running,40,365.87
22,Male,80,177,Jump rope,85,1394.0
49,Female,49,185,Cycling,15,98.0
40,Male,51,186,Yoga,10,21.25
33,Male,48,164,Yoga,90,180.0
19,Female,49,177,Walking,70,200.08
60,Female,78,162,Cycling,70,728.0
60,Female,84,170,Yoga,80,280.0
26,Male,47,186,Cycling,90,564.0
30,Female,76,160,Swimming,20,177.33
25,Male,60,171,Walking,80,280.0
32,Female,99,168,Jump rope,70,1420.65
47,Male,61,161,Running,75,747.25
19,Female,97,178,Jump rope,30,596.55
29,Female,97,166,Yoga,90,363.75
26,Male,73,156,Swimming,25,212.92
38,Female,98,185,Running,45,720.3
58,Male,54,168,Cycling,25,180.0
60,Female,83,151,Walking,75,363.12
36,Female,83,190,Cycling,35,387.33
22,Male,68,166,Jump rope,10,139.4
50,Female,88,151,Swimming,85,872.67
27,Male,67,150,Walking,75,293.12
38,Female,57,167,Yoga,70,166.25
24,Female,84,166,Jump rope,10,172.2
26,Male,56,189,Yoga,70,163.33
45,Male,47,163,Walking,30,82.25
43,Female,59,153,Walking,90,309.75
51,Female,64,170,Running,60,627.2
49,Male,87,163,Cycling,10,116.0
57,Female,78,160,Yoga,20,65.0
53,Male,64,189,Running,75,784.0
25,Male,77,162,Cycling,90,924.0
18,Male,87,181,Jump rope,10,178.35
44,Male,100,151,Walking,40,233.33
38,Male,57,182,Cycling,55,418.0
39,Female,49,190,Running,45,360.15
41,Male,77,186,Running,40,503.07
28,Female,58,166,Swimming,55,372.17
24,Female,100,159,Swimming,70,816.67
26,Male,58,184,Walking,30,101.5
24,Male,56,175,Running,10,91.47
37,Male,67,182,Swimming,80,625.33
53,Female,86,175,Swimming,90,903.0
30,Female,45,159,Jump rope,60,553.5
54,Male,94,184,Yoga,65,254.58
31,Male,75,181,Cycling,85,850.0
30,Female,73,166,Swimming,60,511.0
18,Male,94,159,Walking,20,109.67
40,Male,48,155,Cycling,70,448.0
50,Male,89,182,Jump rope,80,1459.6
48,Male,78,182,Cycling,55,572.0
34,Male,74,164,Walking,85,366.92
20,Male,45,153,Walking,55,144.38
57,Female,65,185,Swimming,75,568.75
48,Male,90,150,Swimming,75,787.5
41,Male,86,172,Cycling,55,630.67
29,Female,65,154,Yoga,20,54.17
35,Male,53,173,Yoga,85,187.71
31,Female,99,163,Running,40,646.8
42,Female,72,173,Swimming,60,504.0
25,Female,51,184,Yoga,10,21.25
37,Male,62,158,Running,55,556.97
38,Female,55,163,Cycling,30,220.0
26,Female,93,155,Swimming,40,434.0
36,Male,92,164,Yoga,90,345.0
43,Male,46,152,Swimming,45,241.5
38,Male,50,158,Running,75,612.5
31,Female,71,188,Yoga,70,207.08
20,Female,76,176,Yoga,70,221.67
53,Male,93,153,Walking,10,54.25
33,Female,59,180,Jump rope,50,604.75
33,Male,76,169,Running,40,496.53
42,Female,95,168,Yoga,35,138.54
29,Male,48,190,Yoga,85,170.0
58,Male,100,156,Swimming,90,1050.0
21,Female,97,159,Jump rope,35,695.98
31,Male,69,161,Jump rope,40,565.8
56,Male,75,174,Swimming,75,656.25
26,Female,92,187,Running,65,976.73
34,Male,56,183,Running,90,823.2
53,Male,63,180,Jump rope,30,387.45
33,Male,81,158,Yoga,50,168.75
40,Male,87,165,Cycling,40,464.0
50,Male,75,166,Swimming,20,175.0
59,Female,51,170,Swimming,75,446.25
28,Male,72,190,Cycling,70,672.0
60,Female,96,182,Running,45,705.6
48,Male,84,172,Jump rope,65,1119.3
22,Male,45,154,Cycling,90,540.0
27,Male,68,161,Swimming,35,277.67
31,Female,73,167,Cycling,25,243.33
23,Female,86,180,Swimming,55,551.83
37,Male,61,150,Running,20,199.27
25,Female,71,177,Walking,20,82.83
52,Male,48,184,Walking,30,84.0
57,Male,52,157,Jump rope,15,159.9
47,Male,61,158,Walking,45,160.12
28,Male,82,183,Running,40,535.73
29,Female,84,152,Yoga,25,87.5
56,Male,81,189,Jump rope,10,166.05
19,Female,98,171,Jump rope,90,1808.1
28,Female,69,190,Jump rope,35,495.08
41,Male,85,160,Running,30,416.5
44,Male,71,168,Cycling,85,804.67
28,Male,80,179,Running,85,1110.67
44,Female,56,172,Cycling,50,373.33
59,Female,75,189,Running,35,428.75
19,Male,59,165,Cycling,85,668.67
60,Female,87,156,Swimming,60,609.0
35,Male,53,155,Jump rope,45,488.93
20,Male,65,164,Running,10,106.17
34,Male,82,175,Running,50,669.67
42,Female,80,166,Walking,70,326.67
48,Male,60,165,Walking,60,210.0
32,Male,85,155,Walking,85,421.46
19,Male,54,175,Yoga,20,45.0
32,Male,98,150,Swimming,55,628.83
58,Female,56,182,Walking,35,114.33
57,Male,54,170,Running,80,705.6
59,Female,58,188,Running,80,757.87
37,Female,69,164,Walking,90,362.25
54,Female,55,158,Running,65,583.92
55,Male,91,155,Yoga,40,151.67
49,Male,99,185,Cycling,75,990.0
53,Female,85,151,Jump rope,75,1306.88
40,Male,93,190,Jump rope,35,667.28
44,Female,71,168,Cycling,20,189.33
43,Female,53,156,Yoga,15,33.12
53,Female,73,175,Cycling,30,292.0
25,Male,82,153,Running,20,267.87
59,Male,81,187,Running,25,330.75
50,Male,84,154,Walking,55,269.5
33,Male,70,180,Yoga,60,175.0
41,Male,69,174,Yoga,25,71.88
57,Female,55,185,Yoga,60,137.5
28,Male,72,184,Yoga,15,45.0
19,Female,65,172,Cycling,15,130.0
38,Female,74,176,Swimming,60,518.0
29,Male,78,153,Running,15,191.1
53,Male,70,155,Yoga,65,189.58
41,Female,93,158,Running,90,1367.1
24,Female,96,163,Running,80,1254.4
27,Female,65,185,Walking,35,132.71
23,Female,95,169,Walking,40,221.67
26,Female,59,155,Walking,20,68.83
45,Female,85,173,Jump rope,35,609.88
24,Female,54,187,Walking,70,220.5
40,Female,84,161,Walking,25,122.5
44,Male,98,179,Yoga,45,183.75
56,Male,91,189,Walking,75,398.12
36,Female,82,158,Walking,50,239.17
18,Male,64,152,Cycling,90,768.0
29,Female,72,161,Swimming,20,168.0
32,Male,78,188,Swimming,15,136.5
33,Female,75,187,Swimming,60,525.0
49,Male,76,172,Yoga,15,47.5
41,Male,46,159,Jump rope,90,848.7
21,Male,60,156,Jump rope,15,184.5
59,Female,69,172,Cycling,15,138.0
27,Male,80,167,Running,15,196.0
23,Male,50,166,Swimming,25,145.83
36,Male,94,170,Yoga,85,332.92
21,Male,53,166,Jump rope,15,162.98
29,Female,70,187,Cycling,15,140.0
33,Female,49,174,Cycling,65,424.67
57,Male,79,156,Swimming,15,138.25
42,Male,88,172,Swimming,75,770.0
41,Female,71,186,Cycling,35,331.33
28,Male,85,183,Swimming,65,644.58
21,Female,86,164,Running,75,1053.5
58,Female,87,163,Cycling,85,986.0
29,Female,78,190,Yoga,60,195.0
50,Female,57,171,Swimming,30,199.5
59,Female,54,176,Running,45,396.9
18,Female,57,165,Running,10,93.1
24,Male,63,168,Jump rope,70,904.05
31,Male,98,154,Swimming,70,800.33
19,Male,67,172,Cycling,55,491.33
35,Male,86,173,Swimming,90,903.0
43,Female,59,185,Running,40,385.47
46,Female,83,175,Running,30,406.7
58,Male,81,155,Swimming,90,850.5
47,Female,88,186,Swimming,80,821.33
39,Male,59,154,Jump rope,80,967.6
52,Female,47,181,Running,55,422.22
47,Female,59,167,Yoga,40,98.33
39,Female,66,157,Walking,30,115.5
29,Male,70,186,Jump rope,60,861.0
22,Female,84,174,Jump rope,45,774.9
56,Female,98,176,Walking,55,314.42
47,Male,56,161,Walking,65,212.33
21,Female,77,186,Walking,10,44.92
57,Male,78,161,Walking,40,182.0
32,Female,61,163,Running,70,697.43
47,Male,61,188,Cycling,40,325.33
49,Male,81,168,Yoga,40,135.0
51,Male,75,180,Cycling,20,200.0
60,Female,88,156,Yoga,70,256.67
20,Male,64,160,Yoga,30,80.0
19,Female,68,168,Yoga,30,85.0
51,Male,81,158,Swimming,15,141.75
39,Female,87,176,Cycling,70,812.0
49,Male,78,158,Jump rope,30,479.7
19,Female,71,172,Yoga,45,133.12
49,Female,83,167,Yoga,70,242.08
33,Male,65,164,Jump rope,25,333.12
36,Female,85,160,Yoga,25,88.54
28,Female,77,165,Jump rope,65,1026.02
37,Female,48,185,Yoga,20,40.0
52,Female,46,178,Cycling,90,552.0
32,Female,85,171,Cycling,90,1020.0
53,Male,66,189,Cycling,80,704.0
46,Male,78,190,Running,70,891.8
27,Male,71,153,Running,10,115.97
47,Male,48,158,Swimming,15,84.0
24,Male,89,150,Jump rope,90,1642.05
43,Female,96,178,Walking,15,84.0
18,Female,53,157,Cycling,55,388.67
21,Female,84,190,Jump rope,70,1205.4
23,Female,66,150,Walking,90,346.5
26,Male,100,179,Jump rope,10,205.0
57,Female,94,167,Running,70,1074.73
35,Female,96,177,Swimming,20,224.0
41,Female,55,165,Jump rope,90,1014.75
48,Female,88,152,Yoga,70,256.67
41,Female,90,181,Yoga,65,243.75
18,Male,66,162,Yoga,65,178.75
48,Male,83,156,Cycling,65,719.33
39,Female,80,164,Swimming,20,186.67
20,Female,48,164,Jump rope,75,738.0
39,Male,47,186,Yoga,10,19.58
51,Female,65,186,Walking,30,113.75
24,Male,88,186,Jump rope,25,451.0
48,Female,99,159,Walking,40,231.0
21,Male,99,174,Jump rope,15,304.43
38,Female,81,158,Jump rope,70,1162.35
60,Female,99,153,Running,90,1455.3
47,Male,62,188,Yoga,55,142.08
28,Male,85,184,Jump rope,20,348.5
35,Female,52,176,Cycling,20,138.67
35,Female,88,158,Running,80,1149.87
49,Female,91,150,Cycling,45,546.0
39,Male,83,153,Swimming,85,823.08
20,Female,68,166,Running,70,777.47
26,Male,61,154,Yoga,65,165.21
44,Male,94,185,Swimming,40,438.67
35,Female,98,166,Swimming,15,171.5
29,Female,91,177,Jump rope,50,932.75
21,Male,95,190,Walking,15,83.12
22,Male,57,159,Swimming,15,99.75
45,Female,53,151,Cycling,20,141.33
18,Female,66,172,Running,20,215.6
48,Female,97,186,Jump rope,35,695.98
43,Male,55,172,Swimming,80,513.33
32,Male,56,169,Jump rope,80,918.4
24,Male,51,158,Walking,50,148.75
42,Male,71,188,Yoga,10,29.58
39,Female,74,155,Jump rope,25,379.25
30,Male,51,167,Cycling,20,136.0
37,Male,47,186,Swimming,10,54.83
50,Male,47,169,Walking,10,27.42
43,Male,45,165,Walking,10,26.25
39,Male,47,180,Running,80,614.13
26,Male,89,159,Running,80,1162.93
18,Male,53,166,Cycling,40,282.67
34,Male,65,186,Swimming,55,417.08
34,Female,46,190,Cycling,10,61.33
27,Male,97,189,Walking,70,396.08
31,Female,97,173,Walking,65,367.79
19,Female,85,151,Jump rope,85,1481.12
18,Male,75,176,Running,40,490.0
55,Female,82,189,Running,70,937.53
58,Male,80,162,Cycling,60,640.0
52,Male,79,180,Yoga,60,197.5
18,Female,51,164,Yoga,85,180.62
48,Male,75,188,Yoga,15,46.88
31,Female,53,162,Cycling,45,318.0
18,Male,50,168,Yoga,60,125.0
33,Female,47,172,Yoga,60,117.5
24,Male,66,170,Swimming,90,693.0
52,Female,56,172,Walking,55,179.67
41,Male,56,176,Swimming,35,228.67
34,Female,47,172,Running,80,614.13
46,Female,78,173,Yoga,35,113.75
59,Male,88,166,Yoga,85,311.67
23,Female,98,180,Cycling,80,1045.33
53,Male,69,168,Yoga,60,172.5
21,Male,87,167,Jump rope,10,178.35
19,Male,68,172,Cycling,30,272.0
44,Female,87,161,Walking,85,431.38
33,Female,90,165,Yoga,15,56.25
37,Female,73,169,Running,75,894.25
43,Female,51,170,Running,75,624.75
27,Female,52,153,Yoga,90,195.0
40,Male,79,168,Cycling,45,474.0
37,Male,67,156,Walking,35,136.79
59,Female,99,161,Cycling,70,924.0
21,Female,76,189,Swimming,35,310.33
43,Male,93,178,Yoga,30,116.25
44,Female,56,152,Walking,15,49.0
35,Male,73,150,Walking,50,212.92
25,Female,56,163,Running,35,320.13
59,Female,62,171,Jump rope,75,953.25
36,Female,66,162,Running,50,539.0
33,Male,81,190,Swimming,30,283.5
45,Female,81,162,Jump rope,35,581.18
37,Male,60,156,Jump rope,40,492.0
43,Male,66,184,Jump rope,75,1014.75
23,Female,68,183,Swimming,45,357.0
50,Male,73,164,Running,10,119.23
30,Male,68,150,Cycling,50,453.33
60,Female,79,171,Running,90,1161.3
29,Female,51,175,Yoga,90,191.25
52,Female,90,181,Cycling,40,480.0
56,Female,81,189,Cycling,35,378.0
49,Female,84,176,Jump rope,40,688.8
53,Male,78,174,Cycling,85,884.0
25,Male,69,153,Jump rope,65,919.42
33,Female,56,174,Swimming,40,261.33
35,Male,98,164,Walking,35,200.08
18,Female,100,187,Yoga,15,62.5
48,Male,94,177,Jump rope,45,867.15
59,Female,56,163,Running,90,823.2
42,Female,73,187,Running,50,596.17
21,Male,64,176,Walking,55,205.33
54,Female,61,179,Walking,30,106.75
45,Female,95,188,Jump rope,35,681.62
23,Female,80,152,Yoga,60,200.0
39,Female,87,163,Swimming,40,406.0
25,Male,65,153,Running,10,106.17
45,Male,71,158,Cycling,15,142.0
21,Male,77,169,Walking,75,336.88
21,Male,89,154,Yoga,65,241.04
19,Female,91,178,Swimming,80,849.33
60,Female,52,165,Yoga,80,173.33
30,Male,85,155,Yoga,45,159.38
53,Female,99,176,Jump rope,40,811.8
48,Female,71,186,Running,85,985.72
58,Female,58,175,Cycling,80,618.67
36,Female,61,183,Jump rope,30,375.15
47,Male,93,167,Jump rope,50,953.25
39,Male,55,178,Jump rope,85,958.38
25,Female,75,165,Walking,55,240.62
45,Female,80,180,Cycling,60,640.0
60,Male,51,176,Walking,90,267.75
44,Female,49,173,Cycling,65,424.67
34,Female,98,178,Cycling,80,1045.33
24,Female,86,154,Jump rope,35,617.05
49,Female,98,156,Running,65,1040.43
39,Male,62,172,Yoga,10,25.83
29,Female,77,160,Walking,55,247.04
32,Male,48,167,Cycling,60,384.0
50,Female,93,186,Swimming,85,922.25
51,Female,77,171,Swimming,45,404.25
51,Male,95,165,Swimming,25,277.08
51,Male,85,167,Walking,15,74.38
21,Female,67,165,Swimming,75,586.25
34,Male,85,174,Yoga,40,141.67
31,Male,92,152,Swimming,80,858.67
34,Male,68,160,Running,60,666.4
42,Male,59,189,Running,75,722.75
40,Male,93,173,Walking,40,217.0
47,Male,73,175,Yoga,75,228.12
25,Male,85,157,Running,85,1180.08
36,Male,99,175,Jump rope,90,1826.55
20,Male,82,167,Cycling,75,820.0
54,Female,100,157,Swimming,10,116.67
43,Male,97,164,Swimming,25,282.92
23,Male,53,169,Swimming,80,494.67
22,Male,52,151,Walking,80,242.67
37,Male,52,183,Walking,60,182.0
40,Male,55,185,Walking,15,48.12
25,Male,46,152,Running,65,488.37
37,Female,47,158,Swimming,75,411.25
51,Female,56,154,Cycling,45,336.0
60,Male,89,187,Running,75,1090.25
45,Male,58,188,Yoga,60,145.0
44,Female,54,168,Swimming,55,346.5
48,Female,48,176,Running,70,548.8
53,Female,70,151,Jump rope,25,358.75
41,Female,96,153,Yoga,75,300.0
27,Female,90,175,Walking,90,472.5
30,Male,96,153,Cycling,30,384.0
45,Female,85,170,Yoga,60,212.5
22,Female,71,161,Jump rope,15,218.33
59,Female,84,160,Jump rope,50,861.0
25,Female,83,178,Jump rope,50,850.75
49,Female,97,164,Swimming,55,622.42
44,Male,46,165,Yoga,15,28.75
46,Female,92,164,Swimming,45,483.0
42,Female,69,182,Swimming,25,201.25
47,Female,74,171,Walking,20,86.33
42,Female,46,155,Yoga,90,172.5
20,Female,61,157,Running,35,348.72
36,Male,81,177,Running,65,859.95
36,Female,64,172,Walking,20,74.67
58,Male,54,188,Running,40,352.8
46,Male,76,164,Running,30,372.4
42,Male,79,150,Cycling,30,316.0
54,Female,47,165,Running,90,690.9
47,Male,47,186,Walking,10,27.42
41,Male,54,174,Swimming,75,472.5
22,Female,94,182,Walking,25,137.08
19,Male,77,185,Jump rope,50,789.25
24,Male,53,188,Jump rope,90,977.85
39,Female,97,190,Cycling,65,840.67
37,Male,87,186,Jump rope,85,1515.98
39,Female,65,188,Yoga,30,81.25
40,Female,66,174,Yoga,80,220.0
41,Male,51,174,Jump rope,80,836.4
33,Male,90,169,Jump rope,15,276.75
54,Male,93,166,Cycling,90,1116.0
19,Female,55,174,Swimming,15,96.25
35,Female,46,170,Walking,90,241.5
43,Female,80,157,Running,20,261.33
29,Male,89,153,Swimming,35,363.42
46,Female,63,181,Walking,30,110.25
49,Male,66,169,Cycling,85,748.0
35,Female,60,168,Swimming,75,525.0
48,Male,92,157,Jump rope,90,1697.4
23,Male,98,163,Cycling,85,1110.67
45,Male,74,153,Walking,75,323.75
20,Male,63,180,Walking,60,220.5
50,Male,78,166,Yoga,55,178.75
21,Female,48,182,Walking,90,252.0
35,Female,47,189,Walking,90,246.75
32,Male,53,185,Swimming,75,463.75
28,Male,56,184,Jump rope,65,746.2
26,Male,56,172,Cycling,65,485.33
19,Female,47,190,Swimming,30,164.5
31,Female,71,153,Running,90,1043.7
57,Male,56,162,Swimming,35,228.67
59,Male,92,170,Walking,50,268.33
23,Male,94,175,Cycling,45,564.0
50,Male,87,178,Yoga,25,90.62
47,Male,66,150,Yoga,15,41.25
42,Female,100,188,Running,85,1388.33
23,Female,83,172,Jump rope,25,425.38
53,Male,77,151,Walking,40,179.67
39,Female,66,158,Jump rope,15,202.95
56,Female,99,168,Jump rope,35,710.33
50,Male,97,151,Jump rope,85,1690.23
46,Female,55,164,Jump rope,40,451.0
21,Female,98,170,Cycling,80,1045.33
33,Female,47,163,Swimming,20,109.67
57,Male,46,189,Swimming,40,214.67
37,Female,80,171,Running,75,980.0
36,Male,56,180,Yoga,75,175.0
40,Female,79,160,Walking,50,230.42
52,Male,75,158,Walking,85,371.88
50,Female,55,186,Cycling,60,440.0
38,Female,79,176,Swimming,65,599.08
30,Male,92,184,Jump rope,25,471.5
50,Male,60,181,Yoga,80,200.0
38,Female,59,158,Running,10,96.37
49,Male,49,163,Running,30,240.1
39,Female,72,162,Swimming,60,504.0
32,Female,89,165,Swimming,25,259.58
54,Male,97,154,Jump rope,90,1789.65
33,Female,68,175,Jump rope,75,1045.5
29,Female,50,184,Swimming,75,437.5
24,Female,50,167,Yoga,85,177.08
21,Female,51,182,Walking,30,89.25
52,Female,97,176,Jump rope,25,497.13
24,Female,59,159,Swimming,35,240.92
24,Male,84,163,Cycling,60,672.0
40,Female,82,168,Walking,20,95.67
24,Female,77,173,Walking,55,247.04
32,Female,82,189,Running,45,602.7
48,Female,49,159,Jump rope,40,401.8
21,Female,46,154,Jump rope,40,377.2
44,Female,56,170,Jump rope,10,114.8
40,Male,48,151,Running,15,117.6
20,Male,71,173,Yoga,25,73.96
52,Female,96,157,Cycling,15,192.0
36,Male,96,151,Swimming,30,336.0
39,Male,51,180,Jump rope,10,104.55
41,Male,89,158,Cycling,75,890.0
45,Male,95,156,Cycling,15,190.0
40,Male,80,161,Swimming,90,840.0
26,Male,94,158,Jump rope,70,1348.9
21,Male,78,163,Yoga,20,65.0
33,Female,87,169,Walking,40,203.0
42,Male,62,171,Jump rope,75,953.25
40,Male,78,188,Walking,20,91.0
36,Male,60,152,Cycling,80,640.0
23,Male,81,176,Cycling,85,918.0
26,Male,85,188,Walking,30,148.75
24,Female,94,154,Swimming,45,493.5
49,Female,57,157,Cycling,90,684.0
48,Female,67,171,Jump rope,40,549.4
47,Male,60,174,Jump rope,60,738.0
21,Female,74,155,Running,55,664.77
25,Male,69,166,Running,80,901.6
49,Female,88,182,Jump rope,65,1172.6
45,Male,71,179,Swimming,75,621.25
25,Female,77,163,Swimming,90,808.5
52,Male,59,166,Running,70,674.57
20,Female,84,150,Cycling,45,504.0
28,Male,61,183,Walking,35,124.54
33,Female,80,170,Swimming,50,466.67
33,Male,59,150,Running,15,144.55
43,Female,62,170,Walking,55,198.92
33,Male,84,189,Cycling,65,728.0
25,Male,60,160,Walking,75,262.5
24,Female,87,168,Swimming,65,659.75
27,Male,76,182,Running,80,993.07
22,Female,60,155,Cycling,65,520.0
32,Male,48,176,Jump rope,80,787.2
50,Male,81,154,Jump rope,10,166.05
32,Male,54,164,Jump rope,10,110.7
24,Male,82,158,Swimming,45,430.5
51,Male,59,152,Yoga,55,135.21
56,Male,78,152,Swimming,70,637.0
39,Male,50,157,Running,65,530.83
42,Male,88,154,Walking,80,410.67
22,Male,79,181,Swimming,60,553.0
18,Male,84,174,Yoga,45,157.5
35,Female,69,189,Walking,75,301.88
47,Male,87,165,Cycling,30,348.0
38,Female,47,171,Swimming,80,438.67
26,Male,72,155,Running,25,294.0
21,Male,67,170,Swimming,70,547.17
47,Female,67,158,Cycling,30,268.0
48,Male,47,164,Yoga,85,166.46
38,Male,62,162,Walking,65,235.08
20,Female,84,162,Walking,35,171.5
48,Male,58,184,Yoga,25,60.42
28,Male,54,177,Swimming,50,315.0
38,Male,83,155,Swimming,30,290.5
54,Female,73,189,Yoga,80,243.33
33,Male,80,176,Yoga,50,166.67
58,Male,52,179,Swimming,20,121.33
39,Female,63,152,Swimming,75,551.25
54,Male,89,162,Walking,70,363.42
59,Male,57,168,Running,45,418.95
20,Male,71,176,Jump rope,55,800.52
60,Female,95,162,Jump rope,30,584.25
21,Male,83,170,Jump rope,80,1361.2
51,Male,76,179,Cycling,60,608.0
39,Male,57,152,Cycling,65,494.0
42,Female,53,168,Cycling,55,388.67
24,Female,91,183,Cycling,40,485.33
35,Female,86,164,Running,65,913.03
50,Male,91,150,Cycling,65,788.67
33,Male,60,155,Cycling,35,280.0
52,Male,71,189,Walking,50,207.08
58,Female,85,172,Cycling,35,396.67
43,Female,46,186,Swimming,65,348.83
45,Male,88,156,Cycling,35,410.67
23,Male,58,189,Walking,10,33.83
57,Female,94,150,Running,70,1074.73
22,Male,88,174,Walking,35,179.67
31,Male,48,159,Yoga,70,140.0
33,Male,79,172,Walking,15,69.12
18,Male,86,167,Yoga,60,215.0
39,Female,78,173,Cycling,20,208.0
48,Male,76,176,Swimming,45,399.0
42,Female,53,181,Yoga,55,121.46
53,Female,53,153,Jump rope,45,488.93
26,Male,70,153,Running,40,457.33
52,Female,80,169,Walking,70,326.67
38,Male,67,154,Swimming,55,429.92
33,Male,88,173,Cycling,70,821.33
39,Female,59,159,Walking,70,240.92
60,Male,45,165,Running,65,477.75
53,Male,53,184,Jump rope,20,217.3
55,Male,63,175,Jump rope,50,645.75
27,Male,90,173,Walking,45,236.25
59,Female,64,173,Walking,30,112.0
20,Male,70,175,Running,25,285.83
31,Male,58,169,Jump rope,90,1070.1
36,Male,54,152,Walking,15,47.25
56,Female,91,156,Cycling,60,728.0
51,Male,97,159,Yoga,25,101.04
33,Female,93,175,Cycling,80,992.0
50,Male,97,177,Running,25,396.08
50,Female,71,164,Cycling,80,757.33
53,Female,98,180,Walking,85,485.92
59,Female,77,153,Cycling,30,308.0
40,Male,55,152,Walking,80,256.67
29,Male,76,174,Yoga,70,221.67
37,Male,65,150,Cycling,20,173.33
40,Male,76,170,Cycling,60,608.0
19,Female,82,162,Cycling,30,328.0
38,Female,81,162,Walking,20,94.5
47,Male,98,190,Yoga,65,265.42
60,Male,57,158,Cycling,55,418.0
55,Male,61,176,Walking,90,320.25
52,Female,90,169,Swimming,85,892.5
59,Female,79,182,Jump rope,80,1295.6
43,Female,81,151,Cycling,10,108.0
31,Female,71,153,Running,55,637.82
31,Male,82,169,Jump rope,15,252.15
27,Male,86,151,Cycling,80,917.33
38,Female,84,181,Jump rope,45,774.9
19,Male,89,156,Yoga,50,185.42
42,Female,77,179,Jump rope,15,236.78
30,Female,77,174,Jump rope,25,394.62
53,Female,74,175,Cycling,15,148.0
33,Female,60,188,Running,45,441.0
31,Male,100,165,Running,10,163.33
21,Male,63,175,Jump rope,50,645.75
27,Female,99,183,Walking,25,144.38
56,Female,97,165,Yoga,20,80.83
18,Male,75,185,Cycling,90,900.0
57,Female,57,188,Cycling,10,76.0
60,Male,54,190,Cycling,45,324.0
52,Male,99,158,Running,80,1293.6
33,Female,71,180,Cycling,75,710.0
18,Male,52,187,Yoga,50,108.33
47,Female,59,186,Jump rope,40,483.8
43,Female,67,187,Cycling,30,268.0
40,Male,94,189,Yoga,90,352.5
57,Male,52,176,Yoga,70,151.67
